Sample no,fc (MPa),fy (MPa),Beam Area (m2),Col area (m2),Bay Width X (m),Bay Width Y (m),Bay Width Z (m),No of bay X,No of bay Y,No of bay Z,Area (m2)
0,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,2,2,2,36.00
1,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,3,2,2,54.00
2,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,4,2,2,72.00
3,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,2,2,90.00
4,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,2,2,108.00
5,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,3,3,2,81.00
6,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,4,3,2,108.00
7,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,3,2,135.00
8,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,3,2,162.00
9,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,5,2,225.00
10,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,5,2,270.00
11,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,2,2,2,48.00
12,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,3,2,2,72.00
13,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,4,2,2,96.00
14,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,2,2,120.00
15,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,2,2,144.00
16,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,3,3,2,108.00
17,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,4,3,2,144.00
18,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,3,2,180.00
19,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,3,2,216.00
20,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,5,2,300.00
21,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,5,2,360.00
22,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,2,2,2,48.00
23,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,3,2,2,72.00
24,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,4,2,2,96.00
25,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,2,2,120.00
26,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,2,2,144.00
27,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,3,3,2,108.00
28,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,4,3,2,144.00
29,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,3,2,180.00
30,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,3,2,216.00
31,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,5,2,300.00
32,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,5,2,360.00
33,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,2,2,2,64.00
34,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,3,2,2,96.00
35,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,4,2,2,128.00
36,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,2,2,160.00
37,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,2,2,192.00
38,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,3,3,2,144.00
39,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,4,3,2,192.00
40,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,3,2,240.00
41,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,3,2,288.00
42,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,5,2,400.00
43,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,5,2,480.00
44,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,2,2,2,36.00
45,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,3,2,2,54.00
46,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,4,2,2,72.00
47,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,2,2,90.00
48,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,2,2,108.00
49,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,3,3,2,81.00
50,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,4,3,2,108.00
51,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,3,2,135.00
52,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,3,2,162.00
53,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,5,2,225.00
54,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,5,2,270.00
55,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,2,2,2,48.00
56,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,3,2,2,72.00
57,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,4,2,2,96.00
58,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,2,2,120.00
59,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,2,2,144.00
60,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,3,3,2,108.00
61,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,4,3,2,144.00
62,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,3,2,180.00
63,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,3,2,216.00
64,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,5,2,300.00
65,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,5,2,360.00
66,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,2,2,2,48.00
67,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,3,2,2,72.00
68,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,4,2,2,96.00
69,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,2,2,120.00
70,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,2,2,144.00
71,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,3,3,2,108.00
72,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,4,3,2,144.00
73,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,3,2,180.00
74,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,3,2,216.00
75,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,5,2,300.00
76,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,5,2,360.00
77,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,2,2,2,64.00
78,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,3,2,2,96.00
79,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,4,2,2,128.00
80,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,2,2,160.00
81,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,2,2,192.00
82,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,3,3,2,144.00
83,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,4,3,2,192.00
84,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,3,2,240.00
85,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,3,2,288.00
86,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,5,2,400.00
87,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,5,2,480.00
88,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,2,2,3,36.00
89,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,3,2,3,54.00
90,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,4,2,3,72.00
91,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,2,3,90.00
92,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,2,3,108.00
93,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,3,3,3,81.00
94,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,4,3,3,108.00
95,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,3,3,135.00
96,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,3,3,162.00
97,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,5,3,225.00
98,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,5,3,270.00
99,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,2,2,3,48.00
100,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,3,2,3,72.00
101,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,4,2,3,96.00
102,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,2,3,120.00
103,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,2,3,144.00
104,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,3,3,3,108.00
105,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,4,3,3,144.00
106,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,3,3,180.00
107,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,3,3,216.00
108,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,5,3,300.00
109,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,5,3,360.00
110,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,2,2,3,48.00
111,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,3,2,3,72.00
112,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,4,2,3,96.00
113,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,2,3,120.00
114,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,2,3,144.00
115,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,3,3,3,108.00
116,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,4,3,3,144.00
117,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,3,3,180.00
118,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,3,3,216.00
119,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,5,3,300.00
120,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,5,3,360.00
121,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,2,2,3,64.00
122,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,3,2,3,96.00
123,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,4,2,3,128.00
124,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,2,3,160.00
125,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,2,3,192.00
126,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,3,3,3,144.00
127,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,4,3,3,192.00
128,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,3,3,240.00
129,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,3,3,288.00
130,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,5,3,400.00
131,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,5,3,480.00
132,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,2,2,3,36.00
133,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,3,2,3,54.00
134,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,4,2,3,72.00
135,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,2,3,90.00
136,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,2,3,108.00
137,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,3,3,3,81.00
138,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,4,3,3,108.00
139,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,3,3,135.00
140,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,3,3,162.00
141,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,5,3,225.00
142,20.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,5,3,270.00
143,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,2,2,3,48.00
144,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,3,2,3,72.00
145,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,4,2,3,96.00
146,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,2,3,120.00
147,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,2,3,144.00
148,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,3,3,3,108.00
149,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,4,3,3,144.00
150,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,3,3,180.00
151,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,3,3,216.00
152,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,5,3,300.00
153,20.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,5,3,360.00
154,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,2,2,3,48.00
155,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,3,2,3,72.00
156,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,4,2,3,96.00
157,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,2,3,120.00
158,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,2,3,144.00
159,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,3,3,3,108.00
160,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,4,3,3,144.00
161,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,3,3,180.00
162,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,3,3,216.00
163,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,5,3,300.00
164,20.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,5,3,360.00
165,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,2,2,3,64.00
166,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,3,2,3,96.00
167,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,4,2,3,128.00
168,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,2,3,160.00
169,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,2,3,192.00
170,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,3,3,3,144.00
171,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,4,3,3,192.00
172,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,3,3,240.00
173,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,3,3,288.00
174,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,5,3,400.00
175,20.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,5,3,480.00
176,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,2,2,4,36.00
177,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,3,2,4,54.00
178,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,4,2,4,72.00
179,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,2,4,90.00
180,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,2,4,108.00
181,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,3,3,4,81.00
182,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,4,3,4,108.00
183,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,3,4,135.00
184,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,3,4,162.00
185,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,5,5,4,225.00
186,20.00,500.00,0.08165,0.1024,3.00,3.00,2.90,6,5,4,270.00
187,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,2,2,4,48.00
188,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,3,2,4,72.00
189,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,4,2,4,96.00
190,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,2,4,120.00
191,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,2,4,144.00
192,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,3,3,4,108.00
193,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,4,3,4,144.00
194,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,3,4,180.00
195,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,3,4,216.00
196,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,5,5,4,300.00
197,20.00,500.00,0.08165,0.1024,3.00,4.00,2.90,6,5,4,360.00
198,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,2,2,4,48.00
199,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,3,2,4,72.00
200,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,4,2,4,96.00
201,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,2,4,120.00
202,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,2,4,144.00
203,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,3,3,4,108.00
204,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,4,3,4,144.00
205,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,3,4,180.00
206,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,3,4,216.00
207,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,5,5,4,300.00
208,20.00,500.00,0.08165,0.1024,4.00,3.00,2.90,6,5,4,360.00
209,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,2,2,4,64.00
210,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,3,2,4,96.00
211,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,4,2,4,128.00
212,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,2,4,160.00
213,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,2,4,192.00
214,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,3,3,4,144.00
215,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,4,3,4,192.00
216,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,3,4,240.00
217,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,3,4,288.00
218,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,5,5,4,400.00
219,20.00,500.00,0.08165,0.1024,4.00,4.00,2.90,6,5,4,480.00
220,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,2,2,4,36.00
221,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,3,2,4,54.00
222,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,4,2,4,72.00
223,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,2,4,90.00
224,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,2,4,108.00
225,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,3,3,4,81.00
226,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,4,3,4,108.00
227,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,3,4,135.00
228,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,3,4,162.00
229,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,5,5,4,225.00
230,25.00,500.00,0.08165,0.1024,3.00,3.00,3.10,6,5,4,270.00
231,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,2,2,4,48.00
232,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,3,2,4,72.00
233,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,4,2,4,96.00
234,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,2,4,120.00
235,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,2,4,144.00
236,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,3,3,4,108.00
237,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,4,3,4,144.00
238,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,3,4,180.00
239,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,3,4,216.00
240,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,5,5,4,300.00
241,25.00,500.00,0.08165,0.1024,3.00,4.00,3.10,6,5,4,360.00
242,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,2,2,4,48.00
243,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,3,2,4,72.00
244,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,4,2,4,96.00
245,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,2,4,120.00
246,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,2,4,144.00
247,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,3,3,4,108.00
248,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,4,3,4,144.00
249,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,3,4,180.00
250,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,3,4,216.00
251,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,5,5,4,300.00
252,25.00,500.00,0.08165,0.1024,4.00,3.00,3.10,6,5,4,360.00
253,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,2,2,4,64.00
254,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,3,2,4,96.00
255,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,4,2,4,128.00
256,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,2,4,160.00
257,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,2,4,192.00
258,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,3,3,4,144.00
259,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,4,3,4,192.00
260,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,3,4,240.00
261,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,6,3,4,288.00
262,25.00,500.00,0.08165,0.1024,4.00,4.00,3.10,5,5,4,400.00
